slight,He was born with a slight deformity of the feet which made him limp.,It was a slight overlook on my part.,He has a slight wheeze in his chest.,,,,,,,,,
"n. 轻蔑
adj. 轻微的,纤细的,脆弱的
vt. 轻视,忽略",他的脚稍有先天畸形，走起路来一瘸一拐。,这是我的小疏忽。,他呼吸时胸部发出轻微的响声。,,,,,,,,,
,,,,,,,,,,,,
slightly,We could relax the procedure slightly in your case.,Each of the houses is slightly different.,You are only slightly underweight for (ie in relation to) your height.,,,,,,,,,
"adv. 轻微地, 苗条地",我们可以根据你的情况通融一些.,每所房子都稍有区别.,"按你的身高来说, 你体重仅稍轻一点儿.",,,,,,,,,
,,,,,,,,,,,,
acre,The shepherd has penned up the sheep in the four acre field.,The house has half an acre of lawn.,We own 100 acres of farmland.,,,,,,,,,
n. 英亩,牧羊人把羊群围在那块四英亩的土地上。,这座房子有半英亩草坪.,我们拥有一百英亩农田。,,,,,,,,,
,,,,,,,,,,,,
urban,Generations of urban living sharpened their wits.,The novel is a searing indictment of urban poverty.,The quality of urban living has been damaged by excessive noise levels.,,,,,,,,,
adj. 城市的,世代居住在城市里使他们磨练了才智。,这部小说是对城市贫困的震撼心灵的控诉。,城市生活的质量已被过度的噪音所破坏。,,,,,,,,,
,,,,,,,,,,,,
topic,Lack of space forbids further treatment of the topic here.,This essay is so short that it can only scratch the surface of the topic.,The essay isn't even remotely relevant to the topic.,,,,,,,,,
"n. 题目, 话题, 主题","因篇幅所限, 此处不便对本题作进一步阐述.","这篇文章很短, 只能对这一问题作肤浅的探讨.",这篇文章毫不切题.,,,,,,,,,
,,,,,,,,,,,,
mix,He finds it hard to mix at parties.,"In my job, I mix with all sorts of people.",You can't mix oil with water.,,,,,,,,,
"n. 混合(物),融合
vt./vi. 混合,掺入,合成,交往,联系",他感到很难在聚会上与人攀谈。,我在工作中常和各种人打交道。,你不能把油和水混合。,,,,,,,,,
,,,,,,,,,,,,
mixture,She levelled the surface of the cake mixture with a metal spatula.,"Do you know the constituents of the mixture?
                                                        
                                                    ",This is a mixture of the best tobacco.,,,,,,,,,
"n. 混合, 混合物",她用金属铲抹平了蛋糕配料.,你知道这种混合物的成份吗？,这是由最好的烟叶配制成的。,,,,,,,,,
,,,,,,,,,,,,
bush,The soldier saw a gun jutting out from a bush.,There is some ice in the bush.,"One beats the bush, and another catches the birds.",,,,,,,,,
"n. 灌木(丛),荒野, 狐狸尾巴
vt. 用灌木保护或支撑, 加衬套于
vi. 成灌木形,丛生
adj. 长得低矮的，二流的",那士兵看见一支枪从矮树丛伸出来。,树丛里有些冰。,【谚】人竭其力，汝享其成。,,,,,,,,,
,,,,,,,,,,,,
maple,The garden is flanked to the north with large maple trees.,Maple leaves have turned crimson.,The maple leaves are tinge with autumn red.,,,,,,,,,
n. 枫树,花园的北侧是一些高大的枫树.,枫叶已经红了.,枫叶染上了秋天的红色。,,,,,,,,,
,,,,,,,,,,,,
frost,Frost binds the soil.,Frost has killed several of our young plants.,The grass was covered with frost in the early morning.,,,,,,,,,
"n. 霜,冰冻,冷漠
vt./vi. 覆着霜,冻结,结霜",霜把土壤冻结了.,寒霜冻死了我们的几株幼苗。,清晨，草上覆盖着一层白霜。,,,,,,,,,
,,,,,,,,,,,,
confirm,She was baptized when she was a month old and confirmed when she was thirteen.,He looked around to confirm that he was alone.,The news confirmed my resolution.,,,,,,,,,
"v. 确定, 批准, 证实",她出生一个月时受洗礼，十三岁时行坚信礼。,他四处张望，要确定周围没人。,这消息加强了我的决心。,,,,,,,,,
,,,,,,,,,,,,
wealthy,"She's an attractive woman, and wealthy to boot.",She is reputed to be very wealthy.,The club faced bankruptcy until a wealthy local businessman bailed them out.,,,,,,,,,
"adj. 富有的
n. 富人","她是个很有魅力的女人, 而且很富有.",大家说她很富有.,俱乐部那时眼看就要破产，後来本地有位富商鼎力相助，才摆脱困境。,,,,,,,,,
,,,,,,,,,,,,
distance,We can see a windmill in the distance.,We can see the mountain from the distance.,"Is his distance a result of snobbery or shyness?
                                                        
                                                    ",,,,,,,,,
"n. 距离, 远方, 路程
vt. 与 ... 保持距离, 把(对手)甩在后面
adj. 远程(教育)的",我们可以望见远处有架风车。,我们从远处就可以看到那座山。,他态度冷淡是因为他势利眼呢，还是因为他腼腆？,,,,,,,,,
,,,,,,,,,,,,
in the distance,I could see the faint gleam of light in the distance.,The thunder growled in the distance.,"In the distance, Susan thought she heard a bell ring.",,,,,,,,,
 在远处,我能看见远处微弱的灯光。,雷在远处隆隆地响.,远远的，Susan觉得好像听到一声丧钟。,,,,,,,,,
,,,,,,,,,,,,
mist,Our breath is misting up the car windows.,Everything was covered in mist.,A mist of perfume hung in the air.,,,,,,,,,
"n. 雾,迷蒙,朦胧不清
vt. 使...模糊,蒙上雾
vi. 使...模糊,下雾",我们呼出的气渐渐给汽车的窗户上蒙上一层水蒸气。,一切都笼罩在雾霭中。,空气中飘溢著香水的雾气。,,,,,,,,,
,,,,,,,,,,,,
misty,"In misty weather, the pilots have to fly by instruments.","A misty chill hung in the air, so I turned up the collar of my coat.",A misty rain; a misty night.,,,,,,,,,
"adj. 有雾的, 模糊的, 含糊的",大雾天飞行，飞行员只得靠仪表。,外面雾蒙蒙的有股寒气，于是我把外套的领子翻了起来。,似雾的雨，雾朦朦的夜晚,,,,,,,,,
,,,,,,,,,,,,
schoolmate,"Does she help her schoolmate to have known his mistake?
                                                        
                                                    ",Hukai is my schoolmate.,"i meet a schoolmate
                                                        
                                                    ",,,,,,,,,
n. 同学，校友,她是否帮助她的同学认识了他的错误？,胡凯是我的同学,我见到一个同学,,,,,,,,,
,,,,,,,,,,,,
booth,"Would you please watch over my booth?
                                                        
                                                    ",I'll give him a call from the phone booth on the corner.,It happened that there was a telephone booth nearby.,,,,,,,,,
"n. 电话亭,货摊,小间",请您照料一下我的摊位好吗?,我到街角的电话亭给他打个电话。,碰巧在附近有个公用电话亭。,,,,,,,,,
,,,,,,,,,,,,
downtown,I have an apartment in downtown Manhattan.,"On his way downtown, Jim looked in on his aunt.","Did you see the art exhibition downtown?
                                                        
                                                    ",,,,,,,,,
"n. 市中心区,市中心
adj. 市中心的
adv. 往闹区",我在曼哈顿中心区有一套住房。,"在去市内的路上, 吉姆顺道拜访了他的姨妈。",你看了闹市区的美术展览吗？,,,,,,,,,
,,,,,,,,,,,,
earl,The young earl didn't allow the poor to enter his earldom.,"She is the daughter of an earl, a lady by birth.",It was an awful blow to the venerable earl.,,,,,,,,,
n. 伯爵,那个年青的伯爵不允许这些穷人进入他的领地。,"她是伯爵的女儿, 生来就是一位贵族小姐.",这件事对德高望重的伯爵是一个沉重的打击.,,,,,,,,,
,,,,,,,,,,,,
approximately,Our English teacher is approximately in her forties.,The journey took approximately seven hours.,"Approximately is close to a particular time, measurement, or number — but it's not exact.",,,,,,,,,
"n. 破晓，开端
vi. 破晓,逐渐明白",历史的起源,这个勤奋的学生每天天亮以前就起床了。,雨后的清晨，天一破晓就晴空万里。,,,,,,,,,
,,,,,,,,,,,,
buffet,A lavish buffet.,The ship buffeted through the big waves.,We had a buffet supper last evening.,,,,,,,,,
"n. 打击, 饮食柜台, 自助餐
vt. 打击, 连续猛击
adj. 自助的；自助餐的",丰盛的自助餐,这艘船在波涛中奋勇前进。,昨天晚上，我们吃了一次自助晚餐。,,,,,,,,,
,,,,,,,,,,,,
broad,There is broad consensus (of opinion) in the country on this issue.,The kidnapping occurred in broad daylight.,He hurt his left ankle in the broad jump.,,,,,,,,,
"adj. 宽阔的； 广泛的； 概括的； 明显的
n. （冒犯语） 女人，娘儿们",对这一问题举国上下（舆论）普遍一致.,在光天化日之下竟发生绑架事件.,他跳远时扭伤了左踝。,,,,,,,,,
,,,,,,,,,,,,
nearby,He usually trades at the nearby supermarket.,The fleeing rebels found a sanctuary in the nearby church.,The whole village is up in arms about the proposal to build an airport nearby.,,,,,,,,,
"adj. 附近的
adv. 在附近
prep. 在...附近",他通常在附近的超市购物。,叛乱後逃跑的人躲入附近教堂寻求庇护.,全村强烈反对在附近修建机场的计划.,,,,,,,,,
,,,,,,,,,,,,
tradition,The old man told us a story passed on by oral tradition.,We shall carry forward the revolutionary tradition.,The story is based mainly on tradition.,,,,,,,,,
"n. 传统, 惯例",老人给我们讲述了一个口头流传的故事。,我们应该发扬革命传统。,这故事主要来自传说。,,,,,,,,,
,,,,,,,,,,,,
terrified,I'm terrified of flying I'd rather go by sea.,"Since he escaped from gaol, Tom has been living on a razor's edge, terrified of recapture.",I was so terrified my legs were wobbling.,,,,,,,,,
"v. “terrify”的过去式和过去分词，使恐惧，使十分害怕
adj. 恐惧的，受惊吓的",我害怕坐飞机--我宁愿坐船.,"汤姆越狱後, 时时如惊弓之鸟, 生怕再次被捕.",我吓得腿直打颤.,,,,,,,,,
,,,,,,,,,,,,
pleased,He was pleased with their warm welcome.,I am only too pleased to do business with you.,"pleased to see you
                                                        
                                                    ",,,,,,,,,
adj. 高兴的,他们的热烈欢迎使他很高兴。,"我能和你做生意, 太高兴了。",很高兴见到你,,,,,,,,,
,,,,,,,,,,,,
impress,I had a chance to impress her with my efficiency and I muffed it up.,My father impressed me with the importance of hard work.,She impressed me as a scholar.,,,,,,,,,
"n. 印象,特徵,印记
vt. 使...有印象,影响,印刻,传送
vi. 给人印象",我本来有机会使她了解我的办事效率，但是我错过了这个机会。,我父亲使我明白了努力工作的重要性。,她给我留下了学者的印象。,,,,,,,,,
,,,,,,,,,,,,
impressive,The report looks impressive but it's really nothing but waffle.,This aircraft's safety record is an impressive testament to its designers' skill.,"Do you know the impressive seizures of drugs?
                                                        
                                                    ",,,,,,,,,
adj. 给人深刻印象的,"这篇报告貌似冠冕堂皇, 实际上空洞无物.",这种飞机的飞行安全记录令人印象深刻，证明了该机种设计师本领非凡。,你知道那件轰动一时的毒品扣押案吗？,,,,,,,,,
,,,,,,,,,,,,
Unit,Cubit is an ancient unit of length.,This textbook has twenty units.,There's a rumour floating around of a new job in the unit.,,,,,,,,,
"n. 单位, 单元",腕尺是古代的一种长度单位。,这本课本有二十单元。,这个部门盛传有个新工作要聘人.,,,,,,,,,
